jMRUI Data Textfile

Filename: /Users/Georg/Documents/MATLAB/osprey/exampledata/sdat/UnEdited/derivatives/jMRUIFiles/mrs_sub-01_ses-01_press_sub-01_PRESS_35_act_jMRUI_A.TXT

PointsInDataset: 2048
DatasetsInFile: 1
SamplingInterval: 5.000000E-01
ZeroOrderPhase: 0E+00
BeginTime: 0E+00
TransmitterFrequency: 1.277509E+08
MagneticField: 3.000467E+00
TypeOfNucleus: 0E+00
NameOfPatient: No Name
DateOfExperiment: 
Spectrometer: TrioTim
AdditionalInfo: jnear


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
0.00051960	-0.00010306	-0.01421810	0.03521977
0.00048521	-0.00026352	-0.02221024	0.03736591
0.00066838	-0.00021803	-0.00402697	0.03586645
-0.00016343	-0.00086722	-0.00486132	0.05385338
-0.00029316	-0.00064655	-0.01523345	0.03395448
-0.00031095	-0.00042249	-0.03221126	0.03518996
-0.00026882	-0.00021447	-0.01976617	0.03201815
0.00020020	0.00006973	-0.01006512	0.04798164
0.00050142	-0.00009685	-0.00985956	0.03917875
0.00014428	-0.00032552	-0.00344536	0.02590102
0.00011455	-0.00009331	-0.02118993	0.02967993
-0.00021270	-0.00006068	-0.01188910	0.04308072
-0.00041918	-0.00023620	-0.01769960	0.03369547
-0.00001922	-0.00005885	-0.01831645	0.02452365
-0.00003929	-0.00004117	-0.02325468	0.04014850
-0.00001239	0.00009980	-0.03197459	0.02861177
-0.00008086	-0.00006021	-0.02116494	0.03788877
-0.00007600	-0.00001507	-0.02427006	0.04324870
0.00029573	0.00015142	-0.02877386	0.03898251
0.00017827	0.00002478	-0.03095175	0.03332473
0.00037136	-0.00018836	-0.02750915	0.04149358
-0.00025263	-0.00020422	-0.02859794	0.03756274
-0.00022848	0.00013012	-0.01387246	0.04486042
-0.00011349	-0.00001145	-0.01932117	0.04247145
-0.00024250	0.00009328	-0.03464538	0.04388608
0.00048814	0.00030735	-0.02431154	0.04060442
0.00051682	-0.00005168	-0.02311857	0.05505588
0.00014279	-0.00008598	-0.01837561	0.04114974
-0.00042088	0.00000523	-0.01274203	0.03290965
-0.00039846	-0.00005582	-0.03178192	0.03690721
-0.00009133	0.00015903	-0.00872784	0.04370024
0.00012283	-0.00026478	-0.02767959	0.04222750
0.00049898	0.00017164	-0.02245720	0.04122920
-0.00004444	-0.00024237	-0.03424237	0.03543931
-0.00009617	0.00027977	-0.02768802	0.03318200
